image	sample.number	CO2	Tray	Species	plant	tissue	vessel_no	Area	Mean	IntDen	RawIntDen	radius	diameter	notes	MaxVessel
85A_4x	85	amb	5	Sly	1	primary	36	5563.653	172.121	957620.464	643904	42.08284393	84.16568786		51
85A_4x	85	amb	5	Sly	1	primary	37	8616.895	184.597	1590649.911	1069553	52.37215736	104.7443147		51
85A_4x	85	amb	5	Sly	1	primary	38	10229.03	206.533	2112635.336	1420536	57.06138252	114.122765		51
85A_4x	85	amb	5	Sly	1	primary	39	3198.989	221.177	707543.129	475752	31.9103404	63.8206808		51
85A_4x	85	amb	5	Sly	1	primary	40	4717.43	201.459	950368.828	639028	38.7505433	77.50108661		51
85A_4x	85	amb	5	Sly	1	primary	41	1310.232	194.339	254629.685	171213	20.42204198	40.84408397		51
85A_4x	85	amb	5	Sly	1	primary	42	1342.951	191.154	256710.291	172612	20.6754584	41.3509168		51
85A_4x	85	amb	5	Sly	1	primary	43	2153.48	228.336	491717.728	330631	26.18155789	52.36311579		51
85A_4x	85	amb	5	Sly	1	primary	44	1430.696	195.581	279817.073	188149	21.34021277	42.68042553		51
85A_4x	85	amb	5	Sly	1	primary	45	4180.547	229.527	959546.401	645199	36.47889033	72.95778066		51
85A_4x	85	amb	5	Sly	1	primary	46	2159.429	232.469	502000.297	337545	26.2176963	52.4353926		51
85A_4x	85	amb	5	Sly	1	primary	47	1334.027	195.654	261008.328	175502	20.60664899	41.21329798		51
85A_4x	85	amb	5	Sly	1	primary	48	803.093	204.639	164344.14	110505	15.98850967	31.97701934		51
85A_4x	85	amb	5	Sly	1	primary	49	932.481	189.298	176516.954	118690	17.22840448	34.45680896		51
85A_4x	85	amb	5	Sly	1	primary	50	1045.509	164.333	171811.422	115526	18.24269308	36.48538616		51
85A_4x	85	amb	5	Sly	1	primary	51	2910.47	198.827	578679.358	389104	30.43733521	60.87467041		51
86A_20x	86	amb	5	Sly	1	lateral	1	1658.471	214.435	355634.271	6154500	22.97624241	45.95248482		6
86A_20x	86	amb	5	Sly	1	lateral	2	1907.753	239.088	456121.162	7893496	24.64257779	49.28515559		6
86A_20x	86	amb	5	Sly	1	lateral	5	570.332	181.501	103516.009	1791417	13.47376391	26.94752783		6
86A_20x	86	amb	5	Sly	1	lateral	6	1146.963	202.367	232107.918	4016790	19.10731959	38.21463918		6
87A_4x	87	amb	4	Sly	2	primary	1	2000.297	225.734	451534.801	303612	25.23319858	50.46639715		45
87A_4x	87	amb	4	Sly	2	primary	2	11209.102	241.226	2703929.209	1818122	59.73247008	119.4649402		45
87A_4x	87	amb	4	Sly	2	primary	3	2807.852	246.967	693447.353	466274	29.89593702	59.79187405		45
87A_4x	87	amb	4	Sly	2	primary	4	420.88	206.965	87107.377	58571	11.57455247	23.14910494		45
87A_4x	87	amb	4	Sly	2	primary	5	1695.419	195.071	330727.246	222381	23.23076901	46.46153803		45
87A_4x	87	amb	4	Sly	2	primary	6	2540.155	236.88	601711.779	404591	28.43512703	56.87025405		45
87A_4x	87	amb	4	Sly	2	primary	7	4263.831	218.099	929936.05	625289	36.84046091	73.68092183		45
87A_4x	87	amb	4	Sly	2	primary	8	4061.57	241.075	979143.367	658376	35.95605491	71.91210981		45
87A_4x	87	amb	4	Sly	2	primary	9	4916.716	230.629	1133936.645	762459	39.56057773	79.12115546		45
87A_4x	87	amb	4	Sly	2	primary	10	6994.349	235.296	1645740.631	1106596	47.18443	94.36885999		45
87A_4x	87	amb	4	Sly	2	primary	11	2787.032	235.635	656722.189	441580	29.78489279	59.56978559		45
87A_4x	87	amb	4	Sly	2	primary	12	3541.047	245.848	870559.191	585364	33.57305866	67.14611731		45
87A_4x	87	amb	4	Sly	2	primary	13	3002.677	194.727	584702.558	393154	30.9157205	61.831441		45
87A_4x	87	amb	4	Sly	2	primary	14	4721.892	229.41	1083249.554	728377	38.76886515	77.5377303		45
87A_4x	87	amb	4	Sly	2	primary	15	7184.711	219.987	1580544.319	1062758	47.82221807	95.64443613		45
87A_4x	87	amb	4	Sly	2	primary	16	1743.01	221.935	386835.217	260108	23.55456038	47.10912076		45
87A_4x	87	amb	4	Sly	2	primary	17	7483.641	220.019	1646546.698	1107138	48.80693511	97.61387022		45
87A_4x	87	amb	4	Sly	2	primary	18	1467.876	239.467	351508.031	236354	21.61572211	43.23144423		45
87A_4x	87	amb	4	Sly	2	primary	19	1485.723	238.665	354589.53	238426	21.74673123	43.49346245		45
87A_4x	87	amb	4	Sly	2	primary	20	2012.195	245.467	493927.722	332117	25.30813232	50.61626464		45
87A_4x	87	amb	4	Sly	2	primary	21	4433.373	249.734	1107162.403	744456	37.56576174	75.13152348		45
87A_4x	87	amb	4	Sly	2	primary	22	1088.638	237.495	258545.509	173846	18.61516151	37.23032301		45
87A_4x	87	amb	4	Sly	2	primary	23	5828.376	244.801	1426792.088	959375	43.07237747	86.14475495		45
87A_4x	87	amb	4	Sly	2	primary	24	1177.87	241.249	284159.726	191069	19.36304898	38.72609795		45
87A_4x	87	amb	4	Sly	2	primary	25	5234.979	244.586	1280400.059	860941	40.82089624	81.64179248		45
87A_4x	87	amb	4	Sly	2	primary	26	9626.71	247.536	2382961.035	1602303	55.35591174	110.7118235		45
87A_4x	87	amb	4	Sly	2	primary	27	1250.744	228.063	285248.364	191801	19.9530494	39.9060988		45
87A_4x	87	amb	4	Sly	2	primary	28	2721.594	174.436	474742.713	319217	29.43314928	58.86629855		45
87A_4x	87	amb	4	Sly	2	primary	29	2748.364	242.843	667419.691	448773	29.57754946	59.15509892		45
87A_4x	87	amb	4	Sly	2	primary	30	6232.897	249.481	1554988.102	1045574	44.54203335	89.08406669		45
87A_4x	87	amb	4	Sly	2	primary	31	968.174	211.197	204475.015	137489	17.5550379	35.1100758		45
87A_4x	87	amb	4	Sly	2	primary	32	2772.159	169.03	468578.227	315072	29.70531292	59.41062584		45
87A_4x	87	amb	4	Sly	2	primary	33	2587.745	187.964	486402.439	327057	28.70025812	57.40051625		45
87A_4x	87	amb	4	Sly	2	primary	34	1936.347	196.578	380642.475	255944	24.82656628	49.65313256		45
87A_4x	87	amb	4	Sly	2	primary	35	1580.904	199.809	315878.941	212397	22.43250704	44.86501409		45
87A_4x	87	amb	4	Sly	2	primary	36	4579.12	179.337	821204.64	552178	38.17825515	76.35651029		45
87A_4x	87	amb	4	Sly	2	primary	37	6160.024	248.755	1532337.894	1030344	44.28088231	88.56176462		45
87A_4x	87	amb	4	Sly	2	primary	38	1566.032	222.279	348096.371	234060	22.32674333	44.65348666		45
87A_4x	87	amb	4	Sly	2	primary	39	693.04	196.33	136064.842	91490	14.85265914	29.70531828		45
87A_4x	87	amb	4	Sly	2	primary	40	349.494	227.97	79674.301	53573	10.54738808	21.09477616		45
87A_4x	87	amb	4	Sly	2	primary	41	370.315	192.767	71384.593	47999	10.85702194	21.71404389		45
87A_4x	87	amb	4	Sly	2	primary	42	5605.294	168.77	946008.328	636096	42.24003427	84.48006854		45
87A_4x	87	amb	4	Sly	2	primary	43	8062.165	157.954	1273448.84	856267	50.6583342	101.3166684		45
87A_4x	87	amb	4	Sly	2	primary	44	3020.523	179.553	542345.33	364673	31.00745608	62.01491215		45
87A_4x	87	amb	4	Sly	2	primary	45	3005.651	164.872	495548.78	333207	30.93102694	61.86205389		45
88A_20x	88	amb	4	Sly	2	lateral	3	812.449	123.941	100695.436	1742605	16.08137272	32.16274545		3
89A_20x	89	amb	6	Spe	2	primary	1	2141.086	168.095	359905.349	6228414	26.10610735	52.2122147		14
89A_20x	89	amb	6	Spe	2	primary	2	1832.691	189.249	346835.378	6002229	24.15292247	48.30584493		14
89A_20x	89	amb	6	Spe	2	primary	3	2216.148	154.824	343112.501	5937802	26.55977819	53.11955639		14
89A_20x	89	amb	6	Spe	2	primary	4	594.255	136.346	81024.229	1402181	13.75344471	27.50688942		14
89A_20x	89	amb	6	Spe	2	primary	5	405.647	147.145	59689.062	1032961	11.36316199	22.72632398		14
89A_20x	89	amb	6	Spe	2	primary	8	575.013	155.7	89529.577	1549372	13.52894388	27.05788777		14
89A_20x	89	amb	6	Spe	2	primary	9	959.684	177.096	169956.373	2941214	17.47789761	34.95579522		14
89A_20x	89	amb	6	Spe	2	primary	10	6395.407	143.254	916170.048	15854964	45.11896801	90.23793602		14
89A_20x	89	amb	6	Spe	2	primary	11	753.393	167.105	125895.456	2178709	15.48587873	30.97175746		14
89A_20x	89	amb	6	Spe	2	primary	13	2623.991	201.045	527541.215	9129470	28.90055841	57.80111683		14
89A_20x	89	amb	6	Spe	2	primary	14	1898.739	183.792	348972.419	6039212	24.58429163	49.16858326		14
90B_20x	90	amb	6	Spe	2	lateral	1	2501.141	248.958	622678.539	10775888	28.21591585	56.43183169		5
90B_20x	90	amb	6	Spe	2	lateral	2	669.144	222.321	148764.858	2574480	14.59435338	29.18870675		5
90B_20x	90	amb	6	Spe	2	lateral	3	402.18	232.22	93394.257	1616253	11.31449822	22.62899644		5
90B_20x	90	amb	6	Spe	2	lateral	5	1046.881	240.988	252285.259	4365973	18.25465891	36.50931782		5
91A_20x	91	amb	4	Spe	1	primary	1	3278.226	230.809	756642.898	13094235	32.30312284	64.60624567		10
91A_20x	91	amb	4	Spe	1	primary	2	2185.869	219.703	480242.348	8310930	26.37771242	52.75542484		10
91A_20x	91	amb	4	Spe	1	primary	6	360.748	171.009	61691.119	1067608	10.71585997	21.43171993		10
91A_20x	91	amb	4	Spe	1	primary	8	1644.14	199.279	327642.337	5670080	22.87675712	45.75351424		10
91A_20x	91	amb	4	Spe	1	primary	9	2357.663	217.716	513301.86	8883048	27.39466082	54.78932163		10
91A_20x	91	amb	4	Spe	1	primary	10	2480.917	222.867	552913.664	9568558	28.10160864	56.20321727		10
92B_40x	92	amb	4	Spe	1	lateral	3	877.299	147.231	129165.896	8920158	16.71086308	33.42172616		3
93B_4x	93	ele	4	Sly	2	primary	1	8341.761	226.714	1891195.717	1271640	51.52926348	103.058527		43
93B_4x	93	ele	4	Sly	2	primary	2	1662.701	196.86	327318.56	220089	23.00552469	46.01104937		43
93B_4x	93	ele	4	Sly	2	primary	3	1595.776	195.815	312476.205	210109	22.53777445	45.07554889		43
93B_4x	93	ele	4	Sly	2	primary	4	2389.946	200.164	478381.916	321664	27.5815779	55.16315579		43
93B_4x	93	ele	4	Sly	2	primary	5	1850.089	168.311	311390.541	209379	24.26729526	48.53459051		43
93B_4x	93	ele	4	Sly	2	primary	6	2962.522	139.336	412785.544	277557	30.70830573	61.41661145		43
93B_4x	93	ele	4	Sly	2	primary	7	4772.457	200.636	957526.77	643841	38.97589312	77.95178624		43
93B_4x	93	ele	4	Sly	2	primary	8	4491.374	166.873	749489.887	503957	37.81069619	75.62139239		43
93B_4x	93	ele	4	Sly	2	primary	9	7861.392	164.813	1295657.347	871200	50.02358237	100.0471647		43
93B_4x	93	ele	4	Sly	2	primary	10	3820.642	162.792	621969.066	418212	34.8733153	69.7466306		43
93B_4x	93	ele	4	Sly	2	primary	11	11345.925	124.247	1409701.071	947883	60.09592412	120.1918482		43
93B_4x	93	ele	4	Sly	2	primary	12	2523.795	146.962	370901.249	249394	28.34341015	56.68682031		43
93B_4x	93	ele	4	Sly	2	primary	13	7590.72	186.944	1419039.262	954162	49.15486974	98.30973948		43
93B_4x	93	ele	4	Sly	2	primary	14	1403.926	147.61	207233.789	139344	21.1396198	42.2792396		43
93B_4x	93	ele	4	Sly	2	primary	15	3734.384	187.213	699125.521	470092	34.47740341	68.95480682		43
93B_4x	93	ele	4	Sly	2	primary	16	13554.432	217.638	2949965.794	1983557	65.68492755	131.3698551		43
93B_4x	93	ele	4	Sly	2	primary	17	3090.422	173.332	535667.757	360183	31.3641814	62.72836281		43
93B_4x	93	ele	4	Sly	2	primary	18	2064.247	134.584	277815.289	186803	25.63338112	51.26676224		43
93B_4x	93	ele	4	Sly	2	primary	19	7201.071	159.115	1145800.119	770436	47.87663408	95.75326815		43
93B_4x	93	ele	4	Sly	2	primary	20	2514.872	183.554	461613.623	310389	28.29326104	56.58652207		43
93B_4x	93	ele	4	Sly	2	primary	21	4538.965	162.179	736122.844	494969	38.01049109	76.02098217		43
93B_4x	93	ele	4	Sly	2	primary	22	2790.006	201.533	562276.919	378075	29.80078006	59.60156012		43
93B_4x	93	ele	4	Sly	2	primary	23	3105.294	162.424	504375.372	339142	31.43955756	62.87911512		43
93B_4x	93	ele	4	Sly	2	primary	24	4507.733	141.028	635715.348	427455	37.87949284	75.75898569		43
93B_4x	93	ele	4	Sly	2	primary	25	6466.389	139.044	899110.648	604562	45.36866261	90.73732521		43
93B_4x	93	ele	4	Sly	2	primary	26	2119.274	198.103	419834.92	282297	25.97279087	51.94558175		43
93B_4x	93	ele	4	Sly	2	primary	27	1524.39	145.586	221930.399	149226	22.02790066	44.05580132		43
93B_4x	93	ele	4	Sly	2	primary	28	2025.58	107.755	218265.913	146762	25.39216689	50.78433378		43
93B_4x	93	ele	4	Sly	2	primary	29	1088.638	118.268	128750.744	86572	18.61516151	37.23032301		43
93B_4x	93	ele	4	Sly	2	primary	30	1503.569	199.371	299767.995	201564	21.87694854	43.75389707		43
93B_4x	93	ele	4	Sly	2	primary	31	1664.188	166.279	276719.215	186066	23.01580963	46.03161926		43
93B_4x	93	ele	4	Sly	2	primary	32	5166.568	186.17	961860.5	646755	40.55329422	81.10658844		43
93B_4x	93	ele	4	Sly	2	primary	33	8915.824	160.499	1430980.071	962191	53.27283475	106.5456695		43
93B_4x	93	ele	4	Sly	2	primary	34	10350.982	157.624	1631563.058	1097063	57.40052179	114.8010436		43
93B_4x	93	ele	4	Sly	2	primary	35	2254.61	128.546	289821.535	194876	26.78926375	53.57852751		43
93B_4x	93	ele	4	Sly	2	primary	36	1707.317	102.26	174589.53	117394	23.31214018	46.62428037		43
93B_4x	93	ele	4	Sly	2	primary	37	1756.395	103.701	182140.095	122471	23.64482803	47.28965606		43
93B_4x	93	ele	4	Sly	2	primary	38	1519.929	148.089	225084.771	151347	21.99564564	43.99129127		43
93B_4x	93	ele	4	Sly	2	primary	39	1200.178	134.269	161146.639	108355	19.54554994	39.09109989		43
93B_4x	93	ele	4	Sly	2	primary	40	3911.362	194.592	761119.869	511777	35.28491453	70.56982905		43
93B_4x	93	ele	4	Sly	2	primary	41	1490.184	186.98	278634.741	187354	21.77935489	43.55870978		43
93B_4x	93	ele	4	Sly	2	primary	42	804.581	190.621	153370.018	103126	16.00331486	32.00662972		43
93B_4x	93	ele	4	Sly	2	primary	43	5562.165	132.232	735493.754	494546	42.07721602	84.15443204		43
94A_20x	94	ele	4	Sly	2	lateral	1	3267.536	207.182	676974.465	11715517	32.25041104	64.50082208		11
94A_20x	94	ele	4	Sly	2	lateral	2	1851.991	193.713	358755.381	6208513	24.27976615	48.55953231		11
94A_20x	94	ele	4	Sly	2	lateral	7	1390.929	198.821	276545.878	4785820	21.0415411	42.08308219		11
94A_20x	94	ele	4	Sly	2	lateral	8	582.063	153.516	89356.166	1546371	13.61162765	27.2232553		11
94A_20x	94	ele	4	Sly	2	lateral	9	402.469	113.304	45601.16	789160	11.3185627	22.6371254		11
94A_20x	94	ele	4	Sly	2	lateral	10	505.614	94.754	47908.897	829097	12.68628924	25.37257849		11
94A_20x	94	ele	4	Sly	2	lateral	11	331.105	97.009	32120.053	555860	10.26615775	20.53231549		11
95B_4x	95	amb	6	Sly	2	primary	1	4721.892	247.883	1170474.42	787027	38.76886515	77.5377303		47
95B_4x	95	amb	6	Sly	2	primary	2	3411.66	200.837	685187.388	460720	32.95398468	65.90796936		47
95B_4x	95	amb	6	Sly	2	primary	3	2833.135	196.135	555678.168	373638	30.03023276	60.06046551		47
95B_4x	95	amb	6	Sly	2	primary	4	2113.325	179.426	379185.009	254964	25.93631123	51.87262246		47
95B_4x	95	amb	6	Sly	2	primary	5	10162.106	231.45	2352024.093	1581501	56.87441256	113.7488251		47
95B_4x	95	amb	6	Sly	2	primary	6	6615.11	232.965	1541088.638	1036228	45.88741561	91.77483122		47
95B_4x	95	amb	6	Sly	2	primary	7	5171.029	218.96	1132248.662	761324	40.57079803	81.14159605		47
95B_4x	95	amb	6	Sly	2	primary	8	2937.24	213.912	628312.017	422477	30.57699348	61.15398695		47
95B_4x	95	amb	6	Sly	2	primary	9	4063.058	229.557	932703.748	627150	35.96264075	71.9252815		47
95B_4x	95	amb	6	Sly	2	primary	10	3640.69	228.959	833569.304	560492	34.04214476	68.08428951		47
95B_4x	95	amb	6	Sly	2	primary	11	541.344	188.885	102251.636	68754	13.12688642	26.25377284		47
95B_4x	95	amb	6	Sly	2	primary	12	4907.793	236.937	1162837.597	781892	39.52466358	79.04932716		47
95B_4x	95	amb	6	Sly	2	primary	13	8490.482	237.177	2013744.795	1354042	51.98657864	103.9731573		47
95B_4x	95	amb	6	Sly	2	primary	14	4043.724	178.889	723377.454	486399	35.87697488	71.75394975		47
95B_4x	95	amb	6	Sly	2	primary	15	3985.723	230.816	919968.769	618587	35.61874555	71.2374911		47
95B_4x	95	amb	6	Sly	2	primary	16	8407.198	222.34	1869254.908	1256887	51.73097949	103.461959		47
95B_4x	95	amb	6	Sly	2	primary	17	2107.377	227.838	480139.798	322846	25.89978635	51.7995727		47
95B_4x	95	amb	6	Sly	2	primary	18	2607.079	228.824	596563.058	401129	28.80727373	57.61454746		47
95B_4x	95	amb	6	Sly	2	primary	19	4185.009	210.98	882953.599	593698	36.49835254	72.99670509		47
95B_4x	95	amb	6	Sly	2	primary	20	2575.848	227.995	587281.38	394888	28.63420828	57.26841656		47
95B_4x	95	amb	6	Sly	2	primary	21	6191.255	228.368	1413884.593	950696	44.39299128	88.78598255		47
95B_4x	95	amb	6	Sly	2	primary	22	3213.861	212.227	682067.222	458622	31.98442948	63.96885896		47
95B_4x	95	amb	6	Sly	2	primary	23	3726.948	224.247	835756.99	561963	34.44306017	68.88612033		47
95B_4x	95	amb	6	Sly	2	primary	24	1472.338	222.455	327528.257	220230	21.64855056	43.29710111		47
95B_4x	95	amb	6	Sly	2	primary	25	1322.13	208.177	275236.466	185069	20.51455702	41.02911404		47
95B_4x	95	amb	6	Sly	2	primary	26	1061.868	205.536	218252.528	146753	18.38486014	36.76972027		47
95B_4x	95	amb	6	Sly	2	primary	27	585.961	190.31	111513.98	74982	13.65712925	27.31425849		47
95B_4x	95	amb	6	Sly	2	primary	29	3167.757	215.848	683753.718	459756	31.75418666	63.50837331		47
95B_4x	95	amb	6	Sly	2	primary	30	4638.608	207.687	963378.941	647776	38.42544449	76.85088899		47
95B_4x	95	amb	6	Sly	2	primary	31	4079.417	216.3	882378.049	593311	36.03496581	72.06993162		47
95B_4x	95	amb	6	Sly	2	primary	32	5108.566	203.324	1038694.23	698418	40.32501782	80.65003564		47
95B_4x	95	amb	6	Sly	2	primary	33	2685.901	231.824	622657.644	418675	29.23950823	58.47901646		47
95B_4x	95	amb	6	Sly	2	primary	34	2672.516	229.096	612263.534	411686	29.16656071	58.33312142		47
95B_4x	95	amb	6	Sly	2	primary	35	1075.253	187.784	201915.526	135768	18.50036919	37.00073837		47
95B_4x	95	amb	6	Sly	2	primary	36	5800.119	209.143	1213056.217	815659	42.96783935	85.93567871		47
95B_4x	95	amb	6	Sly	2	primary	37	3890.541	235.786	917336.407	616817	35.19087471	70.38174942		47
95B_4x	95	amb	6	Sly	2	primary	38	6061.868	195.532	1185290.006	796989	43.926672	87.853344		47
95B_4x	95	amb	6	Sly	2	primary	39	9418.501	215.886	2033322.427	1367206	54.75401338	109.5080268		47
95B_4x	95	amb	6	Sly	2	primary	40	4219.215	219.206	924876.562	621887	36.64720789	73.29441579		47
95B_4x	95	amb	6	Sly	2	primary	41	1817.371	182.674	331986.913	223228	24.05175994	48.10351988		47
95B_4x	95	amb	6	Sly	2	primary	42	936.942	190.437	178428.019	119975	17.26956576	34.53913151		47
95B_4x	95	amb	6	Sly	2	primary	43	13210.886	204.986	2708053.242	1820895	64.84717125	129.6943425		47
95B_4x	95	amb	6	Sly	2	primary	44	5618.679	193.243	1085770.375	730072	42.29043713	84.58087427		47
95B_4x	95	amb	6	Sly	2	primary	45	2517.847	220.571	555362.879	373426	28.30999103	56.61998206		47
95B_4x	95	amb	6	Sly	2	primary	46	5963.712	179.702	1071692.445	720606	43.56958214	87.13916428		47
95B_4x	95	amb	6	Sly	2	primary	47	1130.28	163.705	185032.719	124416	18.96784907	37.93569813		47
96B_10x	96	amb	6	Sly	2	lateral	1	2456.504	161.57	396898.361	1695197	27.9630025	55.92600499		8
96B_10x	96	amb	6	Sly	2	lateral	2	1130.853	161.545	182683.377	780261	18.97265637	37.94531274		8
96B_10x	96	amb	6	Sly	2	lateral	3	1579.917	142.002	224351.925	958232	22.42550335	44.8510067		8
96B_10x	96	amb	6	Sly	2	lateral	4	3439.854	155.67	535481.972	2287103	33.08987058	66.17974117		8
96B_10x	96	amb	6	Sly	2	lateral	5	4434.912	165.525	734089.776	3135379	37.57228146	75.14456292		8
96B_10x	96	amb	6	Sly	2	lateral	6	830.229	156.901	130263.762	556371	16.25638639	32.51277278		8
96B_10x	96	amb	6	Sly	2	lateral	7	1213.736	146.439	177738.059	759139	19.6556396	39.3112792		8
96B_10x	96	amb	6	Sly	2	lateral	8	354.24	153.661	54432.908	232489	10.61876142	21.23752284		8
