image	sample.number	CO2	Tray	Species	plant	tissue	vessel_no	Area	Mean	IntDen	RawIntDen	radius	diameter	notes	MaxVessel
1R_4x	1	amb	1	Sly	1	primary	1	6970.553	199.61	1391393.516	935573	47.10409677	94.20819353		75
1R_4x	1	amb	1	Sly	1	primary	2	5044.616	179.956	907810.827	610412	40.07182482	80.14364965		75
1R_4x	1	amb	1	Sly	1	primary	3	3344.735	179.212	599415.526	403047	32.62916207	65.25832413		75
1R_4x	1	amb	1	Sly	1	primary	4	6145.152	187.648	1153124.628	775361	44.22739687	88.45479374		75
1R_4x	1	amb	1	Sly	1	primary	5	1887.269	171.541	323743.308	217685	24.50992412	49.01984825		75
1R_4x	1	amb	1	Sly	1	primary	6	4980.666	183.923	916058.894	615958	39.81702183	79.63404366		75
1R_4x	1	amb	1	Sly	1	primary	7	4995.538	188.619	942253.123	633571	39.87642326	79.75284652		75
1R_4x	1	amb	1	Sly	1	primary	8	2604.105	196.617	512010.708	344276	28.79083823	57.58167647		75
1R_4x	1	amb	1	Sly	1	primary	9	7798.929	202.031	1575624.628	1059450	49.82445386	99.64890772		75
1R_4x	1	amb	1	Sly	1	primary	10	2965.497	199.081	590374.777	396968	30.72372068	61.44744136		75
1R_4x	1	amb	1	Sly	1	primary	11	1881.321	186.145	350197.799	235473	24.47127037	48.94254073		75
1R_4x	1	amb	1	Sly	1	primary	12	8225.758	180.854	1487657.644	1000301	51.16971851	102.339437		75
1R_4x	1	amb	1	Sly	1	primary	13	3781.975	146.742	554974.717	373165	34.69639797	69.39279593		75
1R_4x	1	amb	1	Sly	1	primary	14	728.733	131.722	95990.482	64544	15.2303289	30.46065779		75
1R_4x	1	amb	1	Sly	1	primary	15	1643.367	206.188	338842.951	227838	22.87137868	45.74275736		75
1R_4x	1	amb	1	Sly	1	primary	16	6042.534	202.721	1224946.46	823654	43.85656518	87.71313037		75
1R_4x	1	amb	1	Sly	1	primary	17	3896.49	180.066	701624.033	471772	35.2177695	70.435539		75
1R_4x	1	amb	1	Sly	1	primary	18	1093.099	155.727	170224.569	114459	18.65326294	37.30652588		75
1R_4x	1	amb	1	Sly	1	primary	19	6484.236	201.144	1304263.831	876987	45.4312274	90.8624548		75
1R_4x	1	amb	1	Sly	1	primary	20	6878.346	201.263	1384359.012	930843	46.79151133	93.58302266		75
1R_4x	1	amb	1	Sly	1	primary	21	8309.042	194.929	1619677.275	1089071	51.42810723	102.8562145		75
1R_4x	1	amb	1	Sly	1	primary	22	1885.782	175.409	330782.272	222418	24.5002664	49.0005328		75
1R_4x	1	amb	1	Sly	1	primary	23	1342.951	179.089	240507.139	161717	20.6754584	41.3509168		75
1R_4x	1	amb	1	Sly	1	primary	24	646.936	163.625	105855.146	71177	14.35012629	28.70025258		75
1R_4x	1	amb	1	Sly	1	primary	25	5672.219	202.719	1149866.151	773170	42.49145072	84.98290144		75
1R_4x	1	amb	1	Sly	1	primary	26	3493.456	236.287	825459.548	555039	33.34668772	66.69337544		75
1R_4x	1	amb	1	Sly	1	primary	27	797.145	181.55	144721.892	97311	15.92919126	31.85838252		75
1R_4x	1	amb	1	Sly	1	primary	28	1023.2	153.635	157199.584	105701	18.04701293	36.09402585		75
1R_4x	1	amb	1	Sly	1	primary	29	5257.287	203.016	1067314.099	717662	40.90777954	81.81555907		75
1R_4x	1	amb	1	Sly	1	primary	30	3294.17	180.253	593783.462	399260	32.38158239	64.76316477		75
1R_4x	1	amb	1	Sly	1	primary	31	6760.857	200.922	1358405.711	913392	46.3901673	92.7803346		75
1R_4x	1	amb	1	Sly	1	primary	32	1104.997	212.812	235156.157	158119	18.75450531	37.50901061		75
1R_4x	1	amb	1	Sly	1	primary	33	3811.719	148.014	564189.471	379361	34.83256868	69.66513737		75
1R_4x	1	amb	1	Sly	1	primary	34	1693.932	122.429	207386.972	139447	23.22057928	46.44115856		75
1R_4x	1	amb	1	Sly	1	primary	35	1918.501	131.944	253135.039	170208	24.71189663	49.42379326		75
1R_4x	1	amb	1	Sly	1	primary	36	3671.921	149.25	548033.908	368498	34.18784514	68.37569029		75
1R_4x	1	amb	1	Sly	1	primary	37	3468.174	170.364	590850.684	397288	33.2258043	66.45160859		75
1R_4x	1	amb	1	Sly	1	primary	38	4946.46	205.875	1018350.684	684739	39.68005947	79.36011894		75
1R_4x	1	amb	1	Sly	1	primary	39	4919.691	192.181	945471.446	635735	39.57254455	79.1450891		75
1R_4x	1	amb	1	Sly	1	primary	40	5108.566	203.367	1038911.362	698564	40.32501782	80.65003564		75
1R_4x	1	amb	1	Sly	1	primary	41	9037.775	212.143	1917300.714	1289193	53.63593135	107.2718627		75
1R_4x	1	amb	1	Sly	1	primary	42	2092.504	184.04	385104.105	258944	25.8082295	51.61645901		75
1R_4x	1	amb	1	Sly	1	primary	43	5031.231	207.548	1044223.676	702136	40.01862775	80.0372555		75
1R_4x	1	amb	1	Sly	1	primary	44	1204.64	207.396	249837.894	167991	19.58184928	39.16369856		75
1R_4x	1	amb	1	Sly	1	primary	45	3484.533	179.324	624858.715	420155	33.30407336	66.60814673		75
1R_4x	1	amb	1	Sly	1	primary	46	1790.601	177.977	318685.306	214284	23.87396072	47.74792144		75
1R_4x	1	amb	1	Sly	1	primary	47	2587.745	154.954	400981.559	269620	28.70025812	57.40051625		75
1R_4x	1	amb	1	Sly	1	primary	48	2479.179	160.567	398075.55	267666	28.09176366	56.18352731		75
1R_4x	1	amb	1	Sly	1	primary	49	1760.857	177.34	312270.97	209971	23.674843	47.34968601		75
1R_4x	1	amb	1	Sly	1	primary	50	698.989	179.038	125145.747	84148	14.91626994	29.83253989		75
1R_4x	1	amb	1	Sly	1	primary	51	2248.662	162.409	365203.748	245563	26.75390337	53.50780673		75
1R_4x	1	amb	1	Sly	1	primary	52	2914.932	197.902	576869.423	387887	30.46065779	60.92131559		75
1R_4x	1	amb	1	Sly	1	primary	53	7452.409	174.303	1298978.287	873433	48.70498394	97.40996788		75
1R_4x	1	amb	1	Sly	1	primary	54	1453.004	138.146	200727.246	134969	21.50594192	43.01188384		75
1R_4x	1	amb	1	Sly	1	primary	55	1464.902	165.912	243044.319	163423	21.59381367	43.18762734		75
1R_4x	1	amb	1	Sly	1	primary	56	3798.334	175.044	664875.074	447062	34.77135694	69.54271387		75
1R_4x	1	amb	1	Sly	1	primary	57	2889.649	148.578	429338.192	288687	30.32826807	60.65653615		75
1R_4x	1	amb	1	Sly	1	primary	58	2598.156	189.008	491072.278	330197	28.75793353	57.51586705		75
1R_4x	1	amb	1	Sly	1	primary	59	6100.535	192.41	1173801.309	789264	44.06654742	88.13309484		75
1R_4x	1	amb	1	Sly	1	primary	60	4886.972	223.568	1092568.412	734643	39.44073403	78.88146807		75
1R_4x	1	amb	1	Sly	1	primary	61	2514.872	167.341	420840.274	282973	28.29326104	56.58652207		75
1R_4x	1	amb	1	Sly	1	primary	62	2848.007	199.423	567959.548	381896	30.10894857	60.21789714		75
1R_4x	1	amb	1	Sly	1	primary	63	1888.757	182.441	344586.556	231700	24.51958453	49.03916907		75
1R_4x	1	amb	1	Sly	1	primary	64	6478.287	229.232	1485032.719	998536	45.41038205	90.82076409		75
1R_4x	1	amb	1	Sly	1	primary	65	2383.998	210.608	502089.53	337605	27.54723456	55.09446913		75
1R_4x	1	amb	1	Sly	1	primary	66	3954.491	230.305	910737.656	612380	35.4789174	70.95783481		75
1R_4x	1	amb	1	Sly	1	primary	67	2455.384	231.439	568271.862	382106	27.95662715	55.9132543		75
1R_4x	1	amb	1	Sly	1	primary	68	3539.56	221.831	785184.414	527958	33.56600871	67.13201742		75
1R_4x	1	amb	1	Sly	1	primary	69	5111.541	210.186	1074373.885	722409	40.33675785	80.6735157		75
1R_4x	1	amb	1	Sly	1	primary	70	3475.61	227.81	791777.216	532391	33.26140441	66.52280883		75
1R_4x	1	amb	1	Sly	1	primary	71	5052.052	234.805	1186249.256	797634	40.10134782	80.20269564		75
1R_4x	1	amb	1	Sly	1	primary	72	2095.479	223.199	467708.209	314487	25.8265693	51.65313861		75
1R_4x	1	amb	1	Sly	1	primary	73	5553.242	183.978	1021673.111	686973	42.04345168	84.08690336		75
1R_4x	1	amb	1	Sly	1	primary	74	1307.258	194.587	254375.372	171042	20.39885157	40.79770313		75
1R_4x	1	amb	1	Sly	1	primary	75	1872.397	154.161	288651.101	194089	24.41316194	48.82632388		75
2A_20X	2	amb	1	Sly	1	lateral	1	17723	240.716	4266206	4266206	75.10929445	150.2185889		7
2A_20X	2	amb	1	Sly	1	lateral	2	23460	218.082	5116210	5116210	86.41498672	172.8299734		7
2A_20X	2	amb	1	Sly	1	lateral	3	15177	229.716	3486396	3486396	69.50531737	139.0106347		7
2A_20X	2	amb	1	Sly	1	lateral	4	23481	244.564	5742601	5742601	86.45365485	172.9073097		7
2A_20X	2	amb	1	Sly	1	lateral	5	15783	137.97	2177587	2177587	70.87936889	141.7587378		7
2A_20X	2	amb	1	Sly	1	lateral	6	4146	173.981	721325	721325	36.32785141	72.65570282		7
2A_20X	2	amb	1	Sly	1	lateral	7	2268	142.147	322390	322390	26.86869595	53.73739189		7
3B_20x	3	amb	1	Spe	1	primary	1	4116.202	214.118	881351.211	14888666	36.19706881	72.39413761		17
3B_20x	3	amb	1	Spe	1	primary	2	1464.216	190.025	278237.199	4700261	21.58875699	43.17751398		17
3B_20x	3	amb	1	Spe	1	primary	4	442.669	148.67	65811.52	1111754	11.8703799	23.7407598		17
3B_20x	3	amb	1	Spe	1	primary	5	1193.69	181.36	216487.421	3657122	19.49264805	38.9852961		17
3B_20x	3	amb	1	Spe	1	primary	10	3126.62	236.088	738158.172	12469706	31.54733042	63.09466083		17
3B_20x	3	amb	1	Spe	1	primary	11	502.575	218.592	109858.758	1855844	12.64810622	25.29621245		17
3B_20x	3	amb	1	Spe	1	primary	16	3908.246	226.354	884648.257	14944363	35.2708568	70.5417136		17
3B_20x	3	amb	1	Spe	1	primary	17	1191.44	194.024	231168.413	3905128	19.47426843	38.94853686		17
4A_20x	4	amb	1	Spe	1	lateral	1	3257.622	106.079	345563.665	5837607	32.20144854	64.40289708		3
4A_20x	4	amb	1	Spe	1	lateral	2	485.112	147.081	71350.619	1205326	12.42642127	24.85284253		3
4A_20x	4	amb	1	Spe	1	lateral	3	926.715	189.739	175834.073	2970365	17.17505593	34.35011186		3
5A_4x	5	ele	3	Sly	1	primary	1	3340.42	197.555	659914.966	465636	32.60810804	65.21621608		78
5A_4x	5	ele	3	Sly	1	primary	2	1462.585	197.969	289546.485	204304	21.57672971	43.15345942		78
5A_4x	5	ele	3	Sly	1	primary	3	977.891	169.339	165595.238	116844	17.64291282	35.28582565		78
5A_4x	5	ele	3	Sly	1	primary	4	2121.599	201.757	428047.052	302030	25.987034	51.974068		78
5A_4x	5	ele	3	Sly	1	primary	5	525.794	170.919	89868.197	63411	12.9369791	25.8739582		78
5A_4x	5	ele	3	Sly	1	primary	6	4328.231	209.075	904924.887	638515	37.1176335	74.23526701		78
5A_4x	5	ele	3	Sly	1	primary	7	722.789	200.396	144844.104	102202	15.1680877	30.33617539		78
5A_4x	5	ele	3	Sly	1	primary	8	6067.177	200.424	1216009.07	858016	43.94590334	87.89180668		78
5A_4x	5	ele	3	Sly	1	primary	9	4179.422	200.359	837383.787	590858	36.4739817	72.9479634		78
5A_4x	5	ele	3	Sly	1	primary	10	7611.961	209.978	1598343.254	1127791	49.22359637	98.44719274		78
5A_4x	5	ele	3	Sly	1	primary	11	2570.862	204.537	525837.585	371031	28.60648162	57.21296324		78
5A_4x	5	ele	3	Sly	1	primary	12	2226.474	205.707	458001.701	323166	26.62158308	53.24316615		78
5A_4x	5	ele	3	Sly	1	primary	13	831.916	192.133	159838.435	112782	16.27289425	32.5457885		78
5A_4x	5	ele	3	Sly	1	primary	14	2361.111	206.705	488052.721	344370	27.41468537	54.82937073		78
5A_4x	5	ele	3	Sly	1	primary	15	4294.218	207.402	890630.669	628429	36.97150312	73.94300624		78
5A_4x	5	ele	3	Sly	1	primary	16	2203.798	209.042	460687.358	325061	26.48566953	52.97133906		78
5A_4x	5	ele	3	Sly	1	primary	17	1767.29	191.864	339078.798	239254	23.71804964	47.43609928		78
5A_4x	5	ele	3	Sly	1	primary	18	1079.932	201.05	217120.181	153200	18.54057798	37.08115597		78
5A_4x	5	ele	3	Sly	1	primary	19	3918.651	206.813	810429.422	571839	35.31777674	70.63555348		78
5A_4x	5	ele	3	Sly	1	primary	20	4462.868	205.518	917199.546	647176	37.69051612	75.38103223		78
5A_4x	5	ele	3	Sly	1	primary	21	4571.995	209.525	957949.263	675929	38.14854136	76.29708272		78
5A_4x	5	ele	3	Sly	1	primary	22	1812.642	202.18	366479.592	258588	24.02044689	48.04089378		78
5A_4x	5	ele	3	Sly	1	primary	23	3035.714	203.101	616556.122	435042	31.08533059	62.17066118		78
5A_4x	5	ele	3	Sly	1	primary	24	1208.9	187.32	226451.247	159784	19.61644263	39.23288526		78
5A_4x	5	ele	3	Sly	1	primary	25	508.787	164.571	83731.576	59081	12.72603363	25.45206727		78
5A_4x	5	ele	3	Sly	1	primary	26	685.941	196.829	135012.755	95265	14.77639339	29.55278678		78
5A_4x	5	ele	3	Sly	1	primary	27	2081.916	194.615	405172.902	285890	25.74285231	51.48570462		78
5A_4x	5	ele	3	Sly	1	primary	28	1113.946	204.07	227322.846	160399	18.83029539	37.66059078		78
5A_4x	5	ele	3	Sly	1	primary	29	688.776	171.73	118283.73	83461	14.80689738	29.61379477		78
5A_4x	5	ele	3	Sly	1	primary	30	3511.905	205.802	722757.937	509978	33.43462398	66.86924796		78
5A_4x	5	ele	3	Sly	1	primary	31	625	178.864	111789.966	78879	14.10473959	28.20947918		78
5A_4x	5	ele	3	Sly	1	primary	32	1313.776	190.698	250534.297	176777	20.44964276	40.89928552		78
5A_4x	5	ele	3	Sly	1	primary	33	2403.628	196.093	471333.617	332573	27.66041495	55.3208299		78
5A_4x	5	ele	3	Sly	1	primary	34	3704.649	204.223	756574.546	533839	34.33986607	68.67973214		78
5A_4x	5	ele	3	Sly	1	primary	35	1129.535	202.857	229134.07	161677	18.96159691	37.92319382		78
5A_4x	5	ele	3	Sly	1	primary	36	2137.188	202.123	431975.624	304802	26.08233251	52.16466502		78
5A_4x	5	ele	3	Sly	1	primary	37	1768.707	203.548	360017.007	254028	23.72755621	47.45511243		78
5A_4x	5	ele	3	Sly	1	primary	38	1485.261	194.802	289332.483	204153	21.74334978	43.48669957		78
5A_4x	5	ele	3	Sly	1	primary	39	2124.433	182.895	388548.753	274160	26.00438475	52.00876951		78
5A_4x	5	ele	3	Sly	1	primary	40	1916.1	203.887	390667.517	275655	24.69642834	49.39285669		78
5A_4x	5	ele	3	Sly	1	primary	41	500.283	183.677	91890.59	64838	12.61923234	25.23846468		78
5A_4x	5	ele	3	Sly	1	primary	42	3225.624	202.898	654472.789	461796	32.04290886	64.08581772		78
5A_4x	5	ele	3	Sly	1	primary	43	3543.084	203.844	722236.395	509610	33.58271378	67.16542756		78
5A_4x	5	ele	3	Sly	1	primary	44	1208.9	200.237	242066.327	170802	19.61644263	39.23288526		78
5A_4x	5	ele	3	Sly	1	primary	45	576.814	191.152	110259.354	77799	13.55011434	27.10022868		78
5A_4x	5	ele	3	Sly	1	primary	46	1089.853	188.277	205194.161	144785	18.62554655	37.25109311		78
5A_4x	5	ele	3	Sly	1	primary	47	1991.213	195.65	389580.499	274888	25.17583729	50.35167459		78
5A_4x	5	ele	3	Sly	1	primary	48	2062.075	159.295	328477.891	231774	25.61989185	51.23978371		78
5A_4x	5	ele	3	Sly	1	primary	49	3669.218	199.597	732365.363	516757	34.17525953	68.35051906		78
5A_4x	5	ele	3	Sly	1	primary	50	1009.07	154.756	156159.297	110186	17.92196855	35.84393711		78
5A_4x	5	ele	3	Sly	1	primary	51	4963.152	207.311	1028917.234	726004	39.74695395	79.4939079		78
5A_4x	5	ele	3	Sly	1	primary	52	5296.202	208.313	1103268.141	778466	41.05890227	82.11780455		78
5A_4x	5	ele	3	Sly	1	primary	53	1323.696	203.405	269246.032	189980	20.52670268	41.05340537		78
5A_4x	5	ele	3	Sly	1	primary	54	3321.995	205.721	683404.195	482210	32.51805422	65.03610844		78
5A_4x	5	ele	3	Sly	1	primary	55	4234.694	204.395	865548.469	610731	36.71437001	73.42874002		78
5A_4x	5	ele	3	Sly	1	primary	56	5031.179	204.984	1031310.941	727693	40.01842094	80.03684189		78
5A_4x	5	ele	3	Sly	1	primary	57	1755.952	204.639	359336.735	253548	23.64184598	47.28369196		78
5A_4x	5	ele	3	Sly	1	primary	58	3518.991	205.068	721634.07	509185	33.46833764	66.93667529		78
5A_4x	5	ele	3	Sly	1	primary	59	4175.17	198.236	827668.651	584003	36.45542329	72.91084659		78
5A_4x	5	ele	3	Sly	1	primary	60	2835.884	181.761	515452.098	363703	30.04479844	60.08959688		78
5A_4x	5	ele	3	Sly	1	primary	61	1189.059	198.93	236539.116	166902	19.45479979	38.90959958		78
5A_4x	5	ele	3	Sly	1	primary	62	980.726	183.246	179713.719	126806	17.66846857	35.33693713		78
5A_4x	5	ele	3	Sly	1	primary	63	623.583	189.298	118042.8	83291	14.08874138	28.17748277		78
5A_4x	5	ele	3	Sly	1	primary	64	649.093	190.022	123341.837	87030	14.37402932	28.74805864		78
5A_4x	5	ele	3	Sly	1	primary	65	559.807	160.759	89994.331	63500	13.34886147	26.69772293		78
5A_4x	5	ele	3	Sly	1	primary	66	488.946	166.203	81264.172	57340	12.47542968	24.95085935		78
5A_4x	5	ele	3	Sly	1	primary	67	3768.424	204.328	769992.914	543307	34.63418275	69.26836549		78
5A_4x	5	ele	3	Sly	1	primary	68	2233.56	202.28	451805.556	318794	26.66391249	53.32782498		78
5A_4x	5	ele	3	Sly	1	primary	69	1332.2	194.511	259126.984	182840	20.59253336	41.18506673		78
5A_4x	5	ele	3	Sly	1	primary	70	1051.587	198.647	208894.558	147396	18.2956426	36.59128521		78
5A_4x	5	ele	3	Sly	1	primary	71	807.823	188.682	152422.052	107549	16.03552454	32.07104907		78
5A_4x	5	ele	3	Sly	1	primary	72	1031.746	192.129	198228.458	139870	18.1222226	36.24444519		78
5A_4x	5	ele	3	Sly	1	primary	73	573.98	187.444	107589.286	75915	13.51678617	27.03357235		78
5A_4x	5	ele	3	Sly	1	primary	74	868.764	198.974	172861.395	121971	16.62937672	33.25875343		78
5A_4x	5	ele	3	Sly	1	primary	75	615.079	176.417	108510.488	76565	13.99234528	27.98469056		78
5A_4x	5	ele	3	Sly	1	primary	76	1645.408	187.784	308981.009	218017	22.88557697	45.77115394		78
5A_4x	5	ele	3	Sly	1	primary	78	314.626	184.338	57997.449	40923	10.00742556	20.01485111		78
6b_10x	6	ele	3	Sly	1	lateral	1	3970.295	242.399	962396.145	4244167	35.54974191	71.09948381		15
6b_10x	6	ele	3	Sly	1	lateral	2	3796.599	243.42	924166.893	4075576	34.76341461	69.52682923		15
6b_10x	6	ele	3	Sly	1	lateral	3	1118.141	151.216	169081.179	745648	18.8657185	37.731437		15
6b_10x	6	ele	3	Sly	1	lateral	4	663.492	123.465	81918.141	361259	14.53258625	29.06517249		15
6b_10x	6	ele	3	Sly	1	lateral	5	739.909	209.058	154683.9	682156	15.34667226	30.69334453		15
6b_10x	6	ele	3	Sly	1	lateral	6	1027.438	214.877	220773.016	973609	18.08434884	36.16869767		15
6b_10x	6	ele	3	Sly	1	lateral	7	830.839	164.447	136628.798	602533	16.26235738	32.52471476		15
6b_10x	6	ele	3	Sly	1	lateral	8	557.143	166.465	92744.671	409004	13.31706142	26.63412284		15
6b_10x	6	ele	3	Sly	1	lateral	9	447.392	134.721	60273.016	265804	11.93353663	23.86707327		15
6b_10x	6	ele	3	Sly	1	lateral	10	1456.463	203.642	296597.052	1307993	21.53152507	43.06305014		15
6b_10x	6	ele	3	Sly	1	lateral	14	630.839	185.466	116999.32	515967	14.17047248	28.34094496		15
6b_10x	6	ele	3	Sly	1	lateral	15	457.37	179.127	81927.211	361299	12.0658772	24.1317544		15
7B_4x	7	ele	2	Sly	2	primary	1	1360.544	185.624	252549.603	178199	20.81044463	41.62088926		74
7B_4x	7	ele	2	Sly	2	primary	2	4095.805	179.313	734430.272	518214	36.10727383	72.21454766		74
7B_4x	7	ele	2	Sly	2	primary	3	3990.93	203.177	810865.93	572147	35.64200435	71.2840087		74
7B_4x	7	ele	2	Sly	2	primary	4	545.635	185	100942.46	71225	13.17880931	26.35761861		74
7B_4x	7	ele	2	Sly	2	primary	5	3201.531	223.256	714760.488	504335	31.92301628	63.84603255		74
7B_4x	7	ele	2	Sly	2	primary	6	4281.463	205.899	881550.454	622022	36.91655456	73.83310911		74
7B_4x	7	ele	2	Sly	2	primary	7	3618.197	196.215	709944.728	500937	33.93682182	67.87364364		74
7B_4x	7	ele	2	Sly	2	primary	8	3374.433	223.22	753241.213	531487	32.77369958	65.54739916		74
7B_4x	7	ele	2	Sly	2	primary	9	2294.501	205.148	470711.451	332134	27.02521697	54.05043394		74
