	date	Obs	HHMMSS	CO2	species	tray	plant	FTime	EBal.	Photo	Cond	Ci	FCnt	DCnt	Fo	Fm	Fo.	Fm.	Fs	Fv.Fm	Fv..Fm.	PhiPS2	Adark	RedAbs	BlueAbs	X.Blue	LeafAbs	PhiCO2	qP	qN	NPQ	ParIn.Fs	PS2.1	ETR	Trmmol	VpdL	CTleaf	Area	BLC_1	StmRat	BLCond	Tair	Tleaf	TBlk	CO2R	CO2S	H2OR	H2OS	RH_R	RH_S	Flow	PARi	PARo	Press	CsMch	HsMch	StableF	BLCslope	BLCoffst	f_parin	f_parout	alphaK	Status	fda	Trans	Tair_K	Twall_K	R.W.m2.	Tl.Ta	SVTleaf	h2o_i	h20diff	CTair	SVTair	CndTotal	vp_kPa	VpdA	CndCO2	Ci_Pa	Ci.Ca	RHsfc	C2sfc	AHs.Cs	Fv	PARabs	Fv.	qP_Fo	qN_Fo
37	17-Apr	5	17:00:18	elevated	penn	4	3	1269.499998	0	11.702117	0.464477184	705.7151961	6	6	0	0	471.8530273	1895.675049	707.7698364	#DIV/0!	0.751089709	0.626639683	-1	0.87	0.92	10.44290352	0.875221452	0.063561648	0.834307374	4.01751168	-1	228.3300171	0.5	62.61362694	3.815676733	0.850025901	20.78032303	2	4.644859791	1	9.289719582	21.99432945	20.78032303	21.55628395	765.0875854	757.7814941	14.15102673	16.03067589	53.65886307	60.78625107	399.490387	228.3300171	0.433509588	100.582756	0.206050843	0.06550096	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997451935	0.003815677	293.930323	295.1443295	36.53280192	-0.474075818	2.462435463	24.48168613	8.451010241	21.38732624	2.555964445	0.442359622	1.612409562	0.943554883	0.278380309	70.9827794	0.931291146	66.44433403	756.0809199	0.010283812	0	199.839329	1423.822021	0.626639683	#DIV/0!
38	17-Apr	6	17:04:37	elevated	penn	8	4	1521.999999	0	11.39722022	0.300884395	684.3706193	7	7	0	0	441.9724121	1824.044434	705.3832397	#DIV/0!	0.757696466	0.613286153	-1	0.87	0.92	10.44290352	0.875221452	0.062112521	0.809408755	4.127054956	-1	228.0484924	0.5	61.20379092	3.052883097	1.031644145	21.72464752	2	4.644859791	1	9.289719582	22.01644325	21.72464752	21.55589867	765.5626831	758.6962891	14.18072224	15.68534184	53.69742584	59.39488983	399.4361877	228.0484924	0.377031654	100.5798035	0.212886781	0.071163878	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997180939	0.003052883	294.8746475	295.1664433	36.48775797	-0.37997504	2.609272744	25.94231301	10.25697118	21.87054539	2.632629475	0.2914448	1.577628599	1.055000876	0.182978203	68.83386239	0.902035016	60.88873935	757.040023	0.009166786	0	199.5929326	1382.072021	0.613286153	#DIV/0!
39	17-Apr	7	17:08:57	elevated	penn	6	1	1784.499999	0	11.96835874	0.308899716	683.5686112	8	8	0	0	434.9138184	1815.45813	558.2186279	#DIV/0!	0.76043853	0.69251914	-1	0.87	0.92	10.44290352	0.875221452	0.064912211	0.910683918	4.174293971	-1	228.2657013	0.5	69.17678895	2.866290694	0.944699121	21.13010406	2	4.644859791	1	9.289719582	22.01690865	21.13010406	21.55646515	765.4144897	758.3341675	14.20978355	15.62240314	53.80458069	59.15338898	399.4723511	228.2657013	0.468294561	100.5772705	0.275936097	0.076936468	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997361755	0.002866291	294.2801041	295.1669086	36.52251139	-0.320741127	2.515957788	25.01517267	9.392769522	21.57350636	2.585268115	0.298958804	1.571258667	1.014009448	0.187717656	68.75146512	0.901408166	62.90637995	756.5949025	0.009950981	0	199.7830385	1380.544312	0.69251914	#DIV/0!
40	17-Apr	8	17:14:26	ambient	M82	3	3	2108.499999	0	10.0131883	0.352207884	390.4425361	9	9	0	0	459.7368164	1752.820679	614.9576416	#DIV/0!	0.737716001	0.649161121	-1	0.87	0.92	10.27517986	0.87513759	0.054143777	0.879960744	3.812661106	-1	232.4278564	0.5	66.02174845	3.277629643	0.951322377	21.33881569	2	4.644859791	1	9.289719582	22.01733589	21.33881569	21.55453682	449.5611572	443.8193665	14.26569748	15.88069725	54.0087204	60.12297058	399.4525146	232.4278564	0.487840086	100.5657806	0.652828217	0.062386259	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997262573	0.00327763	294.4888157	295.1673359	37.1884562	-0.399845348	2.548377093	25.34039986	9.459702606	21.67807579	2.60185539	0.339342158	1.597054716	1.004800673	0.213208409	39.26515844	0.879732985	63.27622294	442.3642306	0.014322965	0	203.4063541	1293.083862	0.649161121	#DIV/0!
41	17-Apr	9	17:18:22	ambient	M82	4	4	2346.999999	0	10.55254457	0.514212985	403.2133642	10	10	0	0	455.4741211	1784.96814	619.6705322	#DIV/0!	0.744827871	0.652839444	-1	0.87	0.92	10.44290352	0.875221452	0.057918023	0.876497067	3.918923287	-1	227.9008636	0.5	65.10889355	4.048308482	0.818487919	20.74716568	2	4.644859791	1	9.289719582	21.97963142	20.74716568	21.5551815	449.3687744	443.1878967	14.30456161	16.29815292	54.27687836	61.84131241	399.513031	227.9008636	0.379203498	100.5590057	0.531581879	0.052099928	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997565155	0.004048308	293.8971657	295.1296314	36.46413737	-0.51464508	2.457413972	24.43753252	8.139379592	21.36339855	2.552219537	0.487242686	1.638926053	0.913293484	0.306840143	40.546735	0.909802292	67.78388204	441.6543806	0.016195751	0	199.4637247	1329.494019	0.652839444	#DIV/0!
42	17-Apr	10	17:22:45	ambient	M82	5	3	2619.999997	0	8.425714689	0.19206175	366.3746527	11	11	0	0	432.3273926	1387.771484	566.5994873	#DIV/0!	0.688473645	0.591719895	-1	0.87	0.92	10.44290352	0.875221452	0.047258228	0.859466299	3.210001282	-1	227.8866577	0.5	59.00964861	2.013744187	1.053968148	21.63928032	2	4.644859791	1	9.289719582	21.95982742	21.63928032	21.55562019	449.3989258	444.7328796	14.33951569	15.33209896	54.47321701	58.24386215	399.5371094	227.8866577	0.4139615	100.5552139	0.512203217	0.075313315	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997685547	0.002013744	294.7892803	295.1098274	36.46186442	-0.19536791	2.595690639	25.81358576	10.4814868	21.79955387	2.621241712	0.188171371	1.541722491	1.079519221	0.117950553	36.84088158	0.823808334	59.38232292	443.5084385	0.011281375	0	199.4512914	955.4440918	0.591719895	#DIV/0!
43	17-Apr	11	17:26:13	ambient	M82	6	4	2822.499999	0	9.358578145	0.430884688	401.8649499	12	12	0	0	452.3369141	1470.422607	608.0827026	#DIV/0!	0.692376252	0.586457186	-1	0.87	0.92	10.44290352	0.875221452	0.051938744	0.847020944	3.25072432	-1	227.8718872	0.5	58.48103086	3.604483348	0.862167069	20.93008614	2	4.644859791	1	9.289719582	21.9600296	20.93008614	21.55287361	449.3692627	443.8809509	14.36572552	16.14180183	54.56938934	61.31595993	399.3410034	227.8718872	0.485669762	100.5501938	0.557491302	0.054996237	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.996705017	0.003604483	294.0800861	295.1100296	36.45950114	-0.445128766	2.485228372	24.71629619	8.57449436	21.44505787	2.5650198	0.411784886	1.623061302	0.941958498	0.259016003	40.40759859	0.905343987	66.15468412	442.5209443	0.01399061	0	199.4383639	1018.085693	0.586457186	#DIV/0!
44	17-Apr	12	17:31:02	ambient	penn	3	3	3101.499999	0	9.578698226	0.307465399	386.530083	13	13	0	0	449.4523926	1780.837402	616.3245239	#DIV/0!	0.747617389	0.653913084	-1	0.87	0.92	10.44290352	0.875221452	0.053028471	0.874662753	3.962238119	-1	227.9319305	0.5	65.22485981	2.82911914	0.936242188	21.16750717	2	4.644859791	1	9.289719582	22.02397728	21.16750717	21.55341148	449.4989624	444.0761719	14.37566185	15.76926899	54.39099121	59.66376877	399.6113281	227.9319305	0.403098494	100.5435791	0.605831146	0.064809546	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.998056641	0.002829119	294.3175072	295.1739773	36.46910807	-0.315716931	2.521740932	25.08107384	9.311804852	21.59574223	2.588787498	0.297615118	1.585498744	1.003288754	0.186870046	38.86311798	0.870413923	63.31328202	442.6841769	0.013699582	0	199.4909152	1331.38501	0.653913084	#DIV/0!
45	17-Apr	13	17:36:48	ambient	penn	4	3	3459.499997	0	4.132455756	0.538639366	428.0907529	14	14	0	0	384.1074219	1302.776611	838.5584106	#DIV/0!	0.705162483	0.356329855	-1	0.87	0.92	10.44290352	0.875221452	0.025756697	0.505315957	3.391698616	-1	227.6759186	0.5	35.5023635	4.0286758	0.779419687	20.52063179	2	4.644859791	1	9.289719582	22.04691124	20.52063179	21.55485153	449.4373474	446.4681396	14.3684473	16.35227966	54.28144073	61.77601242	399.5093384	227.6759186	0.497626781	100.5319366	0.58373642	0.056264624	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997546692	0.004028676	293.6706318	295.1969112	36.42814616	-0.498472831	2.42334603	24.10523572	7.752956058	21.28377151	2.539791734	0.509119446	1.643926343	0.895865391	0.320726388	43.03679245	0.958838302	68.97206685	445.8676032	0.006392571	0	199.266848	918.6691895	0.356329855	#DIV/0!
46	17-Apr	14	17:40:33	ambient	penn	5	2	3685	0	10.8665321	0.386345316	390.6589163	15	15	0	0	443.2712402	1809.797852	581.7830811	#DIV/0!	0.755071408	0.678536981	-1	0.87	0.92	10.27517986	0.87513759	0.058338775	0.898639485	4.082822632	-1	232.4289246	0.5	69.00968386	3.288921395	0.873243703	20.90559769	2	4.644859791	1	9.289719582	22.03499794	20.90559769	21.55520821	449.3142395	443.1445007	14.37781143	15.99799633	54.3541069	60.47907639	399.4982605	232.4289246	0.368335128	100.5279083	0.594814301	0.062456831	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997491302	0.003288921	294.0555977	295.1849979	37.1886271	-0.382081215	2.481488811	24.68457618	8.686579847	21.47029781	2.568987567	0.370919345	1.608245108	0.960742459	0.233162862	39.27212373	0.881561016	65.51325805	441.5653553	0.016122232	0	203.4072889	1366.526611	0.678536981	#DIV/0!
47	17-Apr	15	17:44:05	ambient	penn	6	2	3894.499999	0	11.53252455	0.498818397	398.6426848	16	16	0	0	446.3012695	1828.770142	572.8778076	#DIV/0!	0.755955514	0.686741491	-1	0.87	0.92	10.27517986	0.87513759	0.061656113	0.908441672	4.097613577	-1	232.2662354	0.5	69.79522487	3.808677151	0.792384687	20.55008125	2	4.644859791	1	9.289719582	22.05684662	20.55008125	21.55463219	449.3269348	442.7104797	14.39354897	16.26892471	54.33737183	61.41713715	399.5694275	232.2662354	0.386801273	100.5208817	0.67950058	0.055714354	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997847137	0.003808677	293.7000813	295.2068466	37.16259683	-0.457510761	2.427751343	24.1517116	7.882786882	21.30346394	2.542860289	0.473398892	1.635366656	0.907493634	0.298057705	40.07191414	0.90045911	68.38568443	441.034551	0.017882036	0	203.2649134	1382.468872	0.686741491	#DIV/0!
48	17-Apr	16	17:49:10	ambient	M82	2	3	4143.499998	0	6.855118433	0.170413479	372.4782587	17	17	0	0	428.5744629	1150.966064	585.2814941	#DIV/0!	0.627639358	0.49148675	-1	0.87	0.92	10.44290352	0.875221452	0.0394241	0.783071909	2.68556847	-1	227.6528015	0.5	48.96353573	1.872027576	1.10096894	21.93814278	2	4.644859791	1	9.289719582	22.02754593	21.93814278	21.55345917	448.9983521	445.1497498	14.42439842	15.34709644	54.5455513	58.03471756	399.545105	227.6528015	0.374841511	100.5104828	0.566310883	0.080945715	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997725525	0.001872028	295.0881428	295.1775459	36.42444743	-0.180697573	2.643513013	26.30086872	10.95377228	21.98284435	2.650731819	0.167343675	1.542544073	1.108187746	0.104861334	37.43796961	0.836748215	58.23252645	444.1535507	0.008987677	0	199.2466154	722.3916016	0.49148675	#DIV/0!
49	17-Apr	17	17:53:29	ambient	M82	8	2	4456.499999	0	11.79759331	0.533881237	399.6170156	18	18	0	0	465.7331543	1870.559692	610.204834	#DIV/0!	0.751019357	0.673784891	-1	0.87	0.92	10.44290352	0.875221452	0.064205902	0.897160485	4.016376492	-1	227.7379456	0.5	67.14978472	4.196342002	0.818122663	20.9119606	2	4.644859791	1	9.289719582	21.99462318	20.9119606	21.5538559	449.1024475	442.2676392	14.49427605	16.5601368	54.91565323	62.74275589	399.5283813	227.7379456	0.528059959	100.5026321	0.566249847	0.043582663	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997641907	0.004196342	294.0619606	295.1446232	36.43807047	-0.547416041	2.482459999	24.7004476	8.14031081	21.45329189	2.566313614	0.504866502	1.664337337	0.901976278	0.318026095	40.16256191	0.90356377	68.17844524	440.5531901	0.018257536	0	199.3211353	1404.826538	0.673784891	#DIV/0!
50	17-Apr	19	18:01:11	ambient	M82	1	2	4917	0	10.93054967	0.247249175	364.9762131	20	20	0	0	465.7365723	1752.160522	605.0666504	#DIV/0!	0.734192977	0.654673962	-1	0.87	0.92	10.27517986	0.87513759	0.058775985	0.891691943	3.762127835	-1	231.9445648	0.5	66.44397583	2.461205249	1.005690559	21.61254883	2	4.644859791	1	9.289719582	21.94858551	21.61254883	21.55296135	449.9284363	443.9103699	14.56626892	15.77876663	55.34195709	59.94862366	399.5670166	231.9445648	0.382442802	100.4996033	0.527858734	0.068078741	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997835083	0.002461205	294.7625488	295.0985855	37.11112954	-0.271089197	2.591450346	25.78567737	10.00691074	21.78056717	2.618203369	0.240839156	1.585759787	1.032443582	0.151087541	36.67996462	0.822184472	61.39581071	442.3219213	0.015171981	0	202.9834075	1286.42395	0.654673962	#DIV/0!
51	17-Apr	20	18:05:45	ambient	M82	7	3	5183.999999	0	11.54497992	0.638333149	407.3217931	21	21	0	0	472.848877	1892.072388	661.7511597	#DIV/0!	0.750089436	0.650250612	-1	0.87	0.92	10.27517986	0.87513759	0.062982569	0.86689744	4.001431493	-1	227.6005249	0.5	64.75903549	4.565332362	0.752260034	20.65823364	2	4.644859791	1	9.289719582	21.94192123	20.65823364	21.55541039	449.9073486	443.1143188	14.58800411	16.8352375	55.44036102	63.9807663	399.4666443	227.6005249	0.479135692	100.487442	0.566646576	0.039790854	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997333221	0.004565332	293.8082336	295.0919212	36.41608317	-0.603957855	2.443989986	24.3213474	7.486109894	21.30007744	2.54233236	0.59729094	1.691729952	0.850602408	0.376789327	40.93072507	0.919225075	70.59390397	441.4365801	0.018462566	0	199.1817748	1419.223511	0.650250612	#DIV/0!
52	17-Apr	21	18:10:26	ambient	penn	1	3	5467.499998	0	5.587540212	0.224851166	398.9744909	22	22	0	0	166.1682129	682.9036255	215.7934113	#DIV/0!	0.756673992	0.684006054	-1	0.87	0.92	10.27517986	0.87513759	0.032548436	0.903964007	4.109712764	-1	231.2686768	0.5	69.2186467	2.377644035	1.065303389	21.97081757	2	4.644859791	1	9.289719582	21.96464157	21.97081757	21.55597496	450.1912231	446.86203	14.58766174	15.75922108	55.35810471	59.80400467	399.497345	231.2686768	0.4432998	100.4798737	0.505794525	0.068210348	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997486725	0.002377644	295.1208176	295.1146416	37.00298745	-0.271871509	2.648787932	26.36137801	10.60215694	21.96772957	2.648289021	0.219537416	1.583484543	1.064804479	0.137678599	40.08890644	0.892835963	59.88714413	446.0500379	0.00750189	0	202.3919124	516.7354126	0.684006054	#DIV/0!
53	17-Apr	22	18:13:52	ambient	penn	2	1	5676.999999	0	10.96459553	0.412856901	393.7048807	23	23	0	0	473.1713867	1823.384644	690.4647217	#DIV/0!	0.740498315	0.621327993	-1	0.87	0.92	10.27517986	0.87513759	0.058994892	0.839067396	3.853539531	-1	231.7433472	0.5	63.00493083	3.608435092	0.898102264	21.29494476	2	4.644859791	1	9.289719582	22.00089645	21.29494476	21.55475044	450.184845	443.8939209	14.57956409	16.35645866	55.20298386	61.93088531	399.5075378	231.7433472	0.406351	100.475914	0.561153412	0.051982626	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997537689	0.003608435	294.4449448	295.1508965	37.07893472	-0.457501726	2.541532398	25.29494181	8.938483145	21.64792061	2.597062506	0.395289318	1.643430134	0.953632372	0.248576301	39.55785773	0.886934608	65.4470076	442.3005247	0.016224262	0	202.8073143	1350.213257	0.621327993	#DIV/0!
54	17-Apr	23	18:18:03	ambient	penn	8	2	5927.999999	0	10.12724705	0.310936946	384.7968015	24	24	0	0	451.559082	1745.56958	599.1633301	#DIV/0!	0.741311325	0.656751964	-1	0.87	0.92	10.44290352	0.875221452	0.054748761	0.885932728	3.865650475	-1	232.2177887	0.5	66.7397881	2.784752483	0.910919904	21.11466408	2	4.644859791	1	9.289719582	22.00141907	21.11466408	21.55597496	450.2030945	444.5146179	14.57925224	15.95084667	55.19929123	60.39235687	399.5836182	232.2177887	0.395491034	100.4745407	0.61687851	0.065475211	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997918091	0.002784752	294.2646641	295.1514191	37.15484536	-0.303820472	2.513573898	25.01702302	9.066176345	21.55804157	2.582822897	0.300866616	1.602653993	0.980168904	0.188921184	38.66228189	0.865656125	64.20036138	443.0429068	0.014675168	0	203.2419901	1294.010498	0.656751964	#DIV/0!
55	17-Apr	24	18:21:55	ambient	penn	7	3	6160.999999	0	6.949210602	0.364411588	407.4966045	25	25	0	0	443.7365723	1654.456055	772.0968018	#DIV/0!	0.731793074	0.533322871	-1	0.87	0.92	10.27517986	0.87513759	0.039172316	0.728789175	3.728464495	-1	231.8827362	0.5	54.11341815	3.456922724	0.969594929	21.70652771	2	4.644859791	1	9.289719582	22.00675964	21.70652771	21.55189705	449.9760437	445.7255554	14.58828926	16.29078102	55.21487808	61.65859985	399.4858398	231.8827362	0.43460536	100.4733734	0.619503021	0.056211218	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997429199	0.003456923	294.8565277	295.1567596	37.10123696	-0.448482188	2.606384653	25.94104851	9.650267487	21.85664368	2.630396095	0.350656253	1.636789725	0.993606371	0.220355828	40.94255851	0.914232086	63.43126249	444.7156827	0.009911888	0	202.9292989	1210.719482	0.533322871	#DIV/0!
56	17-Apr	25	18:27:44	elevated	M82	3	2	6501.499999	0	12.42251537	0.176591017	631.7058286	26	26	0	0	475.5048828	1718.816528	619.2866821	#DIV/0!	0.723353322	0.639701695	-1	0.87	0.92	10.44290352	0.875221452	0.067049909	0.884355785	3.614718987	-1	228.7271729	0.5	64.02995865	1.821659732	1.034296737	21.6338768	2	4.644859791	1	9.289719582	21.93256378	21.6338768	21.5547123	764.6549072	757.7449951	14.63432503	15.53210926	55.63941193	59.05276871	399.5092468	228.7271729	0.42807743	100.4716263	0.287288666	0.082902655	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997546234	0.00182166	294.7838768	295.0825638	36.59634684	-0.161886892	2.594833014	25.82652546	10.2944162	21.78322029	2.618627749	0.173296768	1.560536277	1.058091472	0.108601707	63.46851193	0.833665458	60.05773693	755.9397312	0.009869413	0	200.1869283	1243.311646	0.639701695	#DIV/0!
57	17-Apr	26	18:32:10	elevated	M82	7	2	6780.499998	0	12.33923162	0.291178173	677.1123301	27	27	0	0	475.6130371	1815.410034	644.9984131	#DIV/0!	0.738013436	0.644709239	-1	0.87	0.92	10.44290352	0.875221452	0.066955748	0.87357385	3.816989638	-1	227.6276398	0.5	64.22096795	2.686289557	0.936166873	21.30117226	2	4.644859791	1	9.289719582	21.94068336	21.30117226	21.55585861	764.8057251	757.6082153	14.66536903	15.98893547	55.72641373	60.7557869	399.4266663	227.6276398	0.332463592	100.4654846	0.223995209	0.073005423	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997133331	0.00268629	294.4511723	295.0906834	36.42042155	-0.300250621	2.542503023	25.30722897	9.318293504	21.62092781	2.592778812	0.282328822	1.606336151	0.986442661	0.177229792	68.02641838	0.893749984	63.54564554	755.8150544	0.01037429	0	199.2245933	1339.796997	0.644709239	#DIV/0!
58	17-Apr	27	18:36:28	elevated	M82	5	3	7033.499981	0	9.987949278	0.113008281	604.4268228	28	28	0	0	445.8374023	1506.3125	612.8795166	#DIV/0!	0.704020645	0.593125917	-1	0.87	0.92	10.44290352	0.875221452	0.055133813	0.842483699	3.378614024	-1	227.7092438	0.5	59.10381584	1.241233624	1.093791836	21.85689735	2	4.644859791	1	9.289719582	21.92528343	21.85689735	21.55598068	764.8918457	759.4204712	14.68259335	15.29439926	55.84743118	58.17452621	399.554718	227.7092438	0.343350679	100.4710922	0.223995209	0.073005423	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.99777359	0.001241234	295.0068974	295.0752834	36.43347819	-0.070245865	2.630436835	26.18103155	10.88663229	21.89109039	2.635933173	0.111650072	1.536644999	1.099288175	0.069902063	60.72742305	0.795905359	58.0476291	757.9690031	0.007649083	0	199.2960149	1060.475098	0.593125917	#DIV/0!
59	17-Apr	28	18:41:46	elevated	M82	1	3	7351.999996	0	10.01273737	0.328093959	697.5982399	29	29	0	0	469.7624512	1847.555298	853.0350952	#DIV/0!	0.745738354	0.538289817	-1	0.87	0.92	10.27517986	0.87513759	0.055260928	0.721821285	3.932956526	-1	227.7197876	0.5	53.63685153	2.981463262	0.925676226	21.33568573	2	4.644859791	1	9.289719582	21.91016769	21.33568573	21.55681229	764.9562988	758.8114624	14.67690182	16.14530563	55.8799057	61.47061157	399.5258789	227.7197876	0.310745895	100.475769	0.215633392	0.062076315	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997629395	0.002981463	294.4856857	295.0601677	36.4351652	-0.355180798	2.547888226	25.35823563	9.212929994	21.62292671	2.593095821	0.31690164	1.622212	0.970883821	0.199039568	70.09171963	0.919330129	64.16460511	757.3563921	0.008482972	0	199.2861461	1377.792847	0.538289817	#DIV/0!
60	17-Apr	29	18:46:04	elevated	penn	3	4	7605.999999	0	12.42991067	0.215385711	652.9846847	30	30	0	0	437.2019043	1785.006226	532.7644653	#DIV/0!	0.755069815	0.701533553	-1	0.87	0.92	10.27517986	0.87513759	0.067362548	0.9290976	4.08279609	-1	227.8128815	0.5	69.93153606	2.067148482	0.966468339	21.29872894	2	4.644859791	1	9.289719582	21.92618561	21.29872894	21.55435562	765.2116089	758.2039185	14.66292763	15.68161297	55.7732811	59.64805222	399.4819946	227.8128815	0.42918089	100.4777908	0.285579681	0.074080214	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997409973	0.002067148	294.4487289	295.0761856	36.45006022	-0.191340099	2.542122166	25.30033896	9.618725996	21.61245728	2.591435833	0.21050507	1.575653828	1.015782006	0.131995628	65.61045857	0.861225679	62.06601704	756.3975798	0.010199333	0	199.367616	1347.804321	0.701533553	#DIV/0!
61	17-Apr	30	18:51:38	elevated	penn	7	4	7948.999994	0	10.48236074	0.237916848	675.6544197	31	31	0	0	391.8869629	1524.060791	536.3654785	#DIV/0!	0.74286658	0.648068186	-1	0.87	0.92	10.44290352	0.875221452	0.05651119	0.872388398	3.889031622	-1	232.1553955	0.5	65.83963915	2.27702226	0.965950502	21.34607697	2	4.644859791	1	9.289719582	21.94068336	21.34607697	21.55294991	765.031311	758.9193115	14.63901424	15.76082611	55.6312561	59.89437103	399.5562134	232.1553955	0.463935614	100.4744949	0.20672226	0.069948897	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997781067	0.002277022	294.496077	295.0906834	37.14486245	-0.227055891	2.549511545	25.37471372	9.613887612	21.64338017	2.596341515	0.231975771	1.583561043	1.012780472	0.145507172	67.88603657	0.890284922	62.28267129	757.3959946	0.008619922	0	203.1873823	1132.173828	0.648068186	#DIV/0!
62	17-Apr	31	18:56:08	elevated	penn	5	2	8208.499998	0	10.27118728	0.181943288	655.3513128	32	32	0	0	460.9316406	1742.817383	668.600708	#DIV/0!	0.735524992	0.616367891	-1	0.87	0.92	10.44290352	0.875221452	0.056547825	0.837997209	3.781075607	-1	227.7381592	0.5	61.42763154	1.920526376	1.058757469	21.80766296	2	4.644859791	1	9.289719582	21.9657402	21.80766296	21.55487061	765.2089844	759.3370361	14.61834717	15.56482315	55.46484756	59.05596542	399.5101318	227.7381592	0.387880594	100.4690399	0.194149017	0.083694205	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997550659	0.001920526	294.957663	295.1157402	36.43810465	-0.186176886	2.622540308	26.10296973	10.53814658	21.88670158	2.635227135	0.178448299	1.563782838	1.071444297	0.111839011	65.84251721	0.863057222	59.56156706	757.8444074	0.008072475	0	199.3213223	1281.885742	0.616367891	#DIV/0!
63	17-Apr	32	19:00:59	elevated	penn	1	2	8501.999995	0	9.243063606	0.228365357	681.586147	33	33	0	0	352.1328125	1420.691406	571.3805542	#DIV/0!	0.752139831	0.597815154	-1	0.87	0.92	10.27517986	0.87513759	0.050508181	0.794819168	4.034532869	-1	231.7350922	0.5	60.61848355	2.311730471	1.02037686	21.68169785	2	4.644859791	1	9.289719582	21.94739723	21.68169785	21.55575752	765.1318359	759.6262207	14.60727501	15.74619293	55.48664474	59.81289291	399.5598755	231.7350922	0.494363487	100.4722061	0.249752045	0.076589331	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997799377	0.00231173	294.8316978	295.0973972	37.07761392	-0.247934235	2.602431602	25.90200517	10.15581223	21.81454754	2.62364325	0.222886236	1.582054742	1.041588509	0.139786015	68.48046385	0.897265166	60.91828715	758.2830008	0.007425613	0	202.8000901	1068.558594	0.597815154	#DIV/0!
64	17-Apr	1	16:36:06	elevated	M82	2	3	377.0000014	0	12.47082162	0.227730269	655.5687464	1	1	0	0	480.6791992	1706.378174	625.0040894	#DIV/0!	0.718304414	0.633724752	-1	0.87	0.92	10.44290352	0.875221452	0.06734136	0.88225095	3.549931382	-1	228.5568542	0.5	63.38447214	2.414389809	1.070740616	21.40760231	2	4.644859791	1	9.289719582	21.94352341	21.40760231	21.5590229	764.4191895	757.2606201	13.6041584	14.79498959	51.75507736	56.28542328	399.4972534	228.5568542	0.363999695	100.6016922	0.092952698	0.103441939	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.997486267	0.00241439	294.5576023	295.0935234	36.56909586	-0.256196121	2.559141604	25.43835544	10.64336586	21.67556286	2.601455687	0.222281217	1.488400988	1.113054699	0.139405259	65.95132524	0.865710865	58.32288974	755.4483362	0.00962785	0	200.0378618	1225.698975	0.633724752	#DIV/0!
65	18-Apr	1	15:55:16	ambient	M82	4	3	419.0000174	0	11.14544512	0.597892077	406.8671878	1	1	0	0	464.6989746	1859.36438	658.699585	#DIV/0!	0.750076435	0.645739376	-1	0.87	0.92	10.44290352	0.875221452	0.06084213	0.860898098	4.001223333	-1	228.0820313	0.5	64.45198539	4.715155038	0.829620175	20.26562119	2	4.644859791	1	9.289719582	21.8222847	20.26562119	21.56249046	450.6259766	444.000824	13.11095333	15.43412971	50.35188675	59.27391434	399.6580505	228.0820313	0.241192997	100.8071747	0.567043245	0.038304999	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.998290253	0.004715155	293.4156212	294.9722847	36.49312418	-0.618371743	2.385491185	23.66390282	8.229773101	21.04395294	2.502681552	0.561738257	1.55587101	0.946810542	0.354164951	41.01513168	0.91636584	66.67372254	442.3811464	0.01679792	0	199.6222865	1394.665405	0.645739376	#DIV/0!
